TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SEASON
1611661314,Charlotte Sting,34,18,16,0.529,1370.0,787,1881,0.418,187,517,0.362,456,590,0.773,342,629,971,499,497.0,279,115,104,697,0,2217,22.0,1,5,5,5,7,14,14,6,2,5,3,7,9,5,8,14,13,11,11,4,9,3,13,12,12,6,2003
1611661315,Cleveland Rockers,34,17,17,0.5,1365.0,815,1975,0.413,135,425,0.318,464,642,0.723,349,720,1069,517,466.0,226,86,135,639,2,2229,19.0,1,9,9,9,11,11,11,9,10,10,11,6,5,10,6,7,8,10,6,12,14,10,5,1,11,7,2003
1611661323,Connecticut Sun,34,18,16,0.529,1375.0,864,2102,0.411,177,549,0.322,479,646,0.741,333,762,1095,520,434.0,270,111,88,663,0,2384,-25.0,1,5,5,5,4,6,4,10,5,2,10,4,4,8,12,5,4,9,1,5,10,1,8,12,4,11,2003
1611661321,Detroit Shock,34,25,9,0.735,1380.0,902,2004,0.45,125,323,0.387,624,882,0.707,379,851,1230,545,608.0,263,158,129,605,1,2553,158.0,1,1,1,1,2,1,9,1,11,13,1,1,1,12,2,1,1,6,14,6,3,9,3,4,1,1,2003
1611661316,Houston Comets,34,20,14,0.588,1364.991667,828,1916,0.432,115,344,0.334,473,600,0.788,266,764,1030,465,450.0,231,129,122,490,1,2244,102.0,1,3,3,3,13,9,13,4,13,12,6,5,8,3,14,4,10,12,2,11,5,6,1,4,9,3,2003
1611661325,Indiana Fever,34,16,18,0.471,1375.0,839,2011,0.417,210,600,0.35,449,561,0.8,334,654,988,539,474.0,299,121,170,668,1,2337,16.0,1,10,10,10,4,8,8,8,1,1,4,9,11,1,11,12,12,7,9,2,8,14,10,4,6,8,2003
1611661320,Los Angeles Sparks,34,24,10,0.706,1380.0,894,2140,0.418,174,528,0.33,537,678,0.792,336,813,1149,587,470.0,242,161,127,682,1,2499,67.0,1,2,2,2,2,3,2,7,6,3,9,3,3,2,10,2,2,1,7,8,2,8,12,4,2,5,2003
1611661324,Minnesota Lynx,34,18,16,0.529,1370.0,875,1977,0.443,180,523,0.344,450,624,0.721,361,718,1079,580,558.0,241,101,126,634,2,2380,10.0,1,5,5,5,7,5,10,2,4,4,5,8,7,11,3,8,6,2,13,9,12,7,4,1,5,9,2003
1611661313,New York Liberty,34,16,18,0.471,1370.0,825,1923,0.429,181,500,0.362,410,535,0.766,271,686,957,527,470.0,262,128,96,587,0,2241,-13.0,1,10,10,10,7,10,12,5,3,7,2,12,13,6,13,11,14,8,7,7,6,2,2,12,10,10,2003
1611661317,Phoenix Mercury,34,8,26,0.235,1385.0,801,2095,0.382,116,350,0.331,379,556,0.682,357,643,1000,461,479.0,310,111,146,664,2,2097,-173.0,1,14,14,14,1,12,5,14,12,11,8,14,12,13,4,13,11,13,10,1,10,13,9,1,14,13,2003
1611661318,Sacramento Monarchs,34,19,15,0.559,1365.0,862,2107,0.409,150,473,0.317,425,626,0.679,349,718,1067,568,461.0,297,122,141,641,1,2299,83.0,1,4,4,4,11,7,3,11,9,9,12,11,6,14,6,8,9,3,3,3,7,12,6,4,8,4,2003
1611661319,San Antonio Silver Stars,34,12,22,0.353,1364.991667,792,2068,0.383,93,315,0.295,538,736,0.731,350,795,1145,428,513.0,187,167,140,728,1,2215,-212.0,1,12,12,12,13,13,6,13,14,14,14,2,2,9,5,3,3,14,12,14,1,11,14,4,13,14,2003
1611661328,Seattle Storm,34,18,16,0.529,1370.0,890,2045,0.435,166,500,0.332,442,567,0.78,342,732,1074,548,465.0,232,138,104,644,1,2388,114.0,1,5,5,5,7,4,7,3,7,7,7,10,10,4,8,6,7,5,5,10,4,3,7,4,3,2,2003
1611661322,Washington Mystics,34,9,25,0.265,1375.0,896,2191,0.409,157,505,0.311,381,507,0.751,382,703,1085,568,462.0,213,99,119,676,1,2330,-168.0,1,13,13,13,4,2,1,12,8,6,13,13,14,7,1,10,5,3,4,13,13,5,11,4,7,12,2003
1611661314,Charlotte Sting,34,16,18,0.471,1380.0,745,1744,0.427,166,459,0.362,434,588,0.738,256,616,872,426,479.0,210,134,114,648,1,2090,-76.0,1,10,10,10,2,13,13,4,5,6,5,11,11,7,13,13,13,13,4,12,5,3,7,9,13,12,2004
1611661323,Connecticut Sun,34,18,16,0.529,1380.0,876,2051,0.427,149,467,0.319,434,590,0.736,321,724,1045,572,462.0,299,96,113,610,1,2335,31.0,1,3,3,3,2,2,5,5,8,5,12,11,10,8,7,5,7,2,2,3,13,2,3,9,4,5,2004
1611661321,Detroit Shock,34,17,17,0.5,1370.0,874,2097,0.417,62,209,0.297,554,790,0.701,397,773,1170,564,513.0,277,148,131,648,4,2364,-15.0,1,7,7,7,7,3,1,10,13,13,13,1,1,13,1,2,1,3,10,5,1,9,7,2,3,6,2004
1611661316,Houston Comets,34,13,21,0.382,1370.0,798,1933,0.413,123,358,0.344,458,615,0.745,311,724,1035,451,483.0,242,107,129,555,1,2177,-34.0,1,12,12,12,7,10,9,11,10,10,9,6,7,6,9,5,8,12,5,11,11,7,1,9,11,8,2004
1611661325,Indiana Fever,34,15,19,0.441,1370.0,791,2011,0.393,166,481,0.345,449,578,0.777,396,705,1101,555,486.0,261,134,162,639,0,2197,-47.0,1,11,11,11,7,11,7,13,5,4,8,9,12,2,2,9,3,4,7,7,5,13,5,13,9,10,2004
1611661320,Los Angeles Sparks,34,25,9,0.735,1395.0,904,2069,0.437,157,414,0.379,530,722,0.734,312,809,1121,626,529.0,261,148,114,731,3,2495,134.0,1,1,1,1,1,1,4,1,7,8,2,2,2,9,8,1,2,1,12,7,1,3,12,4,1,2,2004
1611661324,Minnesota Lynx,34,18,16,0.529,1370.0,767,1900,0.404,177,542,0.327,453,639,0.709,332,724,1056,526,613.0,257,139,133,660,3,2164,-25.0,1,3,3,3,7,12,12,12,3,2,10,8,5,12,6,5,6,7,13,9,3,10,10,4,12,7,2004
1611661313,New York Liberty,34,18,16,0.529,1380.0,819,1932,0.424,216,617,0.35,398,531,0.75,263,741,1004,539,506.0,209,124,123,587,1,2252,-45.0,1,3,3,3,2,8,10,6,1,1,7,13,13,5,12,3,10,6,9,13,9,6,2,9,8,9,2004
1611661317,Phoenix Mercury,34,17,17,0.5,1365.0,826,1922,0.43,192,519,0.37,456,598,0.763,264,652,916,501,464.0,282,137,137,748,4,2300,65.0,1,7,7,7,12,7,11,3,2,3,4,7,9,4,11,11,12,9,3,4,4,11,13,2,7,4,2004
1611661318,Sacramento Monarchs,34,18,16,0.529,1380.0,874,2072,0.422,129,365,0.353,435,604,0.72,389,635,1024,519,485.0,314,118,117,641,2,2312,71.0,1,3,3,3,2,3,3,7,9,9,6,10,8,10,3,12,9,8,6,1,10,5,6,8,6,3,2004
1611661319,San Antonio Silver Stars,34,9,25,0.265,1375.0,812,1940,0.419,79,247,0.32,488,628,0.777,302,701,1003,493,513.0,272,106,129,628,3,2191,-173.0,1,13,13,13,6,9,8,8,12,12,11,4,6,1,10,10,11,10,10,6,12,7,4,4,10,13,2004
1611661328,Seattle Storm,34,20,14,0.588,1365.0,873,2025,0.431,167,439,0.38,524,676,0.775,350,709,1059,552,499.0,302,131,137,665,3,2437,173.0,1,2,2,2,12,5,6,2,4,7,1,3,3,3,4,8,5,5,8,2,7,11,11,4,2,1,2004
1611661322,Washington Mystics,34,17,17,0.5,1370.0,873,2088,0.418,105,283,0.371,474,661,0.717,337,726,1063,467,424.0,255,128,111,652,5,2325,-59.0,1,7,7,7,7,5,2,9,11,11,3,5,4,11,5,4,4,11,1,10,8,1,9,1,5,11,2004
1611661314,Charlotte Sting,34,6,28,0.176,1385.0,772,1913,0.404,104,301,0.346,447,624,0.716,316,609,925,493,535.0,284,113,146,727,1,2095,-240.0,1,13,13,13,1,12,11,11,11,11,5,11,9,10,8,13,13,9,10,3,7,11,11,9,13,12,2005
1611661323,Connecticut Sun,34,26,8,0.765,1360.0,916,2025,0.452,130,373,0.349,512,688,0.744,322,788,1110,573,452.0,236,130,79,624,4,2474,230.0,1,1,1,1,9,1,4,1,7,8,4,4,4,7,6,2,2,1,3,10,5,1,3,2,2,2,2005
1611661321,Detroit Shock,34,16,18,0.471,1385.0,831,2060,0.403,76,238,0.319,509,774,0.658,412,803,1215,474,571.0,241,155,136,761,1,2247,-40.0,1,8,8,8,1,7,2,12,12,12,12,5,1,13,1,1,1,11,13,9,3,9,13,9,9,9,2005
1611661316,Houston Comets,34,19,15,0.559,1375.0,860,1920,0.448,62,205,0.302,525,688,0.763,276,684,960,467,425.0,246,105,111,581,1,2307,46.0,1,5,5,5,6,4,10,2,13,13,13,3,4,5,10,8,10,12,1,7,10,4,1,9,7,4,2005
1611661325,Indiana Fever,34,21,13,0.618,1385.0,784,1958,0.4,150,468,0.321,451,593,0.761,341,671,1012,493,477.0,336,95,113,668,1,2169,37.0,1,3,3,3,1,11,8,13,5,5,10,10,11,6,4,12,7,9,5,1,11,6,7,9,11,5,2005
1611661320,Los Angeles Sparks,34,17,17,0.5,1360.0,873,2042,0.428,124,387,0.32,456,630,0.724,321,683,1004,551,492.0,264,136,115,737,2,2326,-19.0,1,7,7,7,9,3,3,7,9,7,11,8,8,9,7,9,8,2,6,4,4,7,12,5,5,8,2005
1611661324,Minnesota Lynx,34,14,20,0.412,1370.0,801,1946,0.412,172,492,0.35,435,599,0.726,310,715,1025,531,536.0,258,127,144,624,2,2209,-77.0,1,11,11,11,7,10,9,10,4,4,3,12,10,8,9,6,6,4,12,6,6,10,3,5,10,11,2005
1611661313,New York Liberty,34,18,16,0.529,1385.0,827,1858,0.445,208,604,0.344,452,552,0.819,242,730,972,496,462.0,214,112,86,612,3,2314,31.0,1,6,6,6,1,8,12,3,1,1,6,9,12,1,13,4,9,8,4,11,8,2,2,3,6,6,2005
1611661317,Phoenix Mercury,34,16,18,0.471,1360.0,826,1994,0.414,178,539,0.33,531,693,0.766,342,720,1062,549,517.0,243,179,112,697,0,2361,7.0,1,8,8,8,9,9,5,9,3,2,8,2,3,4,3,5,4,3,9,8,1,5,9,13,3,7,2005
1611661318,Sacramento Monarchs,34,25,9,0.735,1360.0,853,1986,0.43,129,360,0.358,494,721,0.685,369,674,1043,527,500.0,304,108,132,684,2,2329,236.0,1,2,2,2,9,5,6,6,8,9,1,7,2,12,2,11,5,5,7,2,9,8,8,5,4,1,2005
1611661319,San Antonio Silver Stars,34,7,27,0.206,1360.0,764,1832,0.417,110,339,0.324,503,652,0.771,256,690,946,433,535.0,195,90,148,650,2,2141,-260.0,1,12,12,12,9,13,13,8,10,10,9,6,7,3,12,7,11,13,10,13,12,12,5,5,12,13,2005
1611661328,Seattle Storm,34,20,14,0.588,1365.0,906,2066,0.439,142,429,0.331,544,688,0.791,323,776,1099,520,516.0,201,158,154,657,3,2498,91.0,1,4,4,4,8,2,1,4,6,6,7,1,4,2,5,3,3,6,8,12,2,13,6,3,1,3,2005
1611661322,Washington Mystics,34,16,18,0.471,1380.0,847,1968,0.43,181,510,0.355,388,546,0.711,266,677,943,517,435.0,260,76,108,697,5,2263,-42.0,1,8,8,8,5,6,7,5,2,3,2,13,13,11,11,10,12,7,2,5,13,3,9,1,8,10,2005
1611661314,Charlotte Sting,34,11,23,0.324,1365.0,864,2178,0.397,176,544,0.324,552,777,0.71,347,747,1094,527,574.0,315,155,125,734,707,2456,-115.0,1,11,12,12,7,12,9,13,5,5,11,3,1,13,6,11,11,8,14,3,1,10,13,2,11,11,2006
1611661329,Chicago Sky,34,5,29,0.147,1360.0,858,2175,0.394,157,536,0.293,449,643,0.698,357,680,1037,509,527.0,277,125,120,674,584,2322,-365.0,1,14,14,14,11,13,10,14,10,6,14,14,13,14,3,14,13,10,4,6,6,7,8,14,13,14,2006
1611661323,Connecticut Sun,34,26,8,0.765,1375.0,982,2216,0.443,174,510,0.341,545,675,0.807,342,926,1268,630,515.0,252,153,103,530,646,2683,266.0,1,1,1,1,2,3,4,4,6,8,5,4,9,1,7,1,2,1,3,8,2,3,1,8,3,1,2006
1611661321,Detroit Shock,34,23,11,0.676,1365.0,918,2219,0.414,136,414,0.329,553,746,0.741,406,880,1286,572,538.0,213,137,108,713,734,2525,143.0,1,3,3,3,7,9,3,9,13,13,10,2,2,8,2,2,1,5,8,13,3,5,11,1,7,2,2006
1611661316,Houston Comets,34,18,16,0.529,1385.0,928,2098,0.442,169,472,0.358,482,678,0.711,303,822,1125,532,566.0,252,84,89,617,705,2507,58.0,1,6,6,6,1,7,13,5,8,10,3,13,8,12,13,4,8,7,12,8,13,1,4,3,10,9,2006
1611661325,Indiana Fever,34,21,13,0.618,1370.0,873,2143,0.407,171,551,0.31,516,674,0.766,339,754,1093,501,528.0,353,92,105,606,684,2433,119.0,1,4,4,4,5,11,11,10,7,4,12,9,10,5,9,10,12,12,5,1,11,4,2,6,12,4,2006
1611661320,Los Angeles Sparks,34,25,9,0.735,1373.0,962,2195,0.438,111,377,0.294,540,726,0.744,350,852,1202,610,534.0,296,129,128,679,636,2575,99.0,1,2,2,2,4,4,7,6,14,14,13,6,4,7,5,3,3,3,7,5,4,11,9,12,5,5,2006
1611661324,Minnesota Lynx,34,10,24,0.294,1365.0,945,2211,0.427,148,419,0.353,485,681,0.712,340,804,1144,491,530.0,193,113,124,654,633,2523,-212.0,1,13,13,13,7,6,5,7,12,12,4,12,7,11,8,7,6,13,6,14,8,9,6,13,8,12,2006
1611661313,New York Liberty,33,11,22,0.333,1330.0,794,1990,0.399,204,618,0.33,492,624,0.788,274,707,981,457,559.0,246,107,128,648,642,2284,-278.0,13,11,11,11,14,14,14,12,2,2,9,11,14,3,14,13,14,14,11,10,10,11,5,10,14,13,2006
1611661317,Phoenix Mercury,33,17,16,0.515,1335.0,1046,2352,0.445,253,696,0.364,521,667,0.781,323,781,1104,619,430.0,266,121,122,716,643,2866,75.0,13,9,6,9,13,1,1,3,1,1,1,8,12,4,12,8,9,2,1,7,7,8,12,9,1,7,2006
1611661318,Sacramento Monarchs,34,21,13,0.618,1375.0,919,2190,0.42,157,461,0.341,542,741,0.731,418,720,1138,509,542.0,330,88,143,670,689,2537,133.0,1,4,4,4,2,8,8,8,10,11,6,5,3,10,1,12,7,10,10,2,12,14,7,4,6,3,2006
1611661319,San Antonio Silver Stars,34,13,21,0.382,1362.0,915,2255,0.406,189,556,0.34,504,672,0.75,354,814,1168,540,488.0,246,83,129,610,641,2523,-80.0,1,10,10,10,10,10,2,11,3,3,7,10,11,6,4,6,4,6,2,10,14,13,3,11,8,10,2006
1611661328,Seattle Storm,34,18,16,0.529,1360.0,960,2122,0.452,160,475,0.337,562,712,0.789,326,821,1147,514,570.0,232,127,115,682,683,2642,67.0,1,6,6,6,11,5,12,2,9,9,8,1,6,2,11,5,5,9,13,12,5,6,10,7,4,8,2006
1611661322,Washington Mystics,34,18,16,0.529,1370.0,1016,2199,0.462,187,522,0.358,528,715,0.738,330,770,1100,576,541.0,306,113,89,784,687,2747,90.0,1,6,6,6,5,2,6,1,4,7,2,7,5,9,10,9,10,4,9,4,8,1,14,5,2,6,2006
1611661329,Chicago Sky,34,14,20,0.412,1342.183333,893,2187,0.408,185,530,0.349,460,684,0.673,366,747,1113,579,495.0,255,107,131,610,648,2431,-93.0,1,10,10,10,11,10,7,10,7,7,8,12,7,13,5,12,11,4,2,9,10,8,1,7,12,10,2007
1611661323,Connecticut Sun,34,18,16,0.529,1357.9,981,2285,0.429,191,557,0.343,470,600,0.783,347,852,1199,609,528.0,270,152,85,621,621,2623,89.0,1,6,6,6,10,2,4,4,5,5,10,10,11,7,7,3,2,2,3,8,2,1,4,10,5,4,2007
1611661321,Detroit Shock,34,24,10,0.706,1370.0,968,2252,0.43,158,442,0.357,593,780,0.76,380,926,1306,561,564.0,226,114,117,697,763,2687,157.0,1,1,1,1,6,4,5,3,11,11,4,3,2,11,3,1,1,6,7,13,7,7,10,1,3,1,2007
1611661316,Houston Comets,34,13,21,0.382,1331.733333,898,2116,0.424,121,358,0.338,550,715,0.769,371,758,1129,546,613.0,287,109,157,641,672,2467,-97.0,1,11,11,11,13,9,12,5,13,13,11,6,5,9,4,11,9,8,13,4,8,13,6,4,10,11,2007
1611661325,Indiana Fever,34,21,13,0.618,1375.0,907,2167,0.419,188,546,0.344,478,617,0.775,341,812,1153,511,589.0,308,136,114,646,663,2480,110.0,1,3,3,3,3,8,10,7,6,6,9,9,10,8,9,5,5,11,10,2,4,5,7,6,9,3,2007
1611661320,Los Angeles Sparks,34,10,24,0.294,1380.0,936,2298,0.407,159,454,0.35,492,625,0.787,356,780,1136,552,571.0,245,106,137,731,602,2523,-175.0,1,12,12,12,1,6,3,11,10,10,7,8,9,6,6,9,7,7,8,10,11,9,12,13,7,13,2007
1611661324,Minnesota Lynx,34,10,24,0.294,1375.0,971,2355,0.412,163,496,0.329,531,674,0.788,397,785,1182,596,561.0,238,95,147,713,645,2636,-116.0,1,12,12,12,3,3,2,9,8,9,12,7,8,5,2,7,3,3,6,12,12,12,11,8,4,12,2007
1611661313,New York Liberty,34,16,18,0.471,1370.0,870,2087,0.417,243,653,0.372,430,580,0.741,287,788,1075,500,612.0,289,109,115,618,607,2413,-88.0,1,8,8,8,6,12,13,8,2,2,1,13,12,12,12,6,13,12,12,3,8,6,2,12,13,9,2007
1611661317,Phoenix Mercury,34,23,11,0.676,1370.0,1063,2419,0.439,283,802,0.353,616,754,0.817,279,873,1152,683,486.0,285,159,109,658,684,3025,121.0,1,2,2,2,6,1,1,1,1,1,5,2,3,1,13,2,6,1,1,5,1,3,9,3,1,2,2007
1611661318,Sacramento Monarchs,34,19,15,0.559,1336.016667,865,2133,0.406,150,416,0.361,554,721,0.768,443,692,1135,514,592.0,309,95,137,623,666,2434,26.0,1,5,5,5,12,13,11,12,12,12,3,5,4,10,1,13,8,10,11,1,12,9,5,5,11,7,2007
1611661319,San Antonio Silver Stars,34,20,14,0.588,1375.0,923,2176,0.424,207,566,0.366,464,577,0.804,323,764,1087,567,558.0,283,130,137,653,619,2517,33.0,1,4,4,4,3,7,8,6,4,4,2,11,13,3,11,10,12,5,5,6,6,9,8,11,8,6,2007
1611661328,Seattle Storm,34,17,17,0.5,1365.0,964,2210,0.436,224,639,0.351,582,715,0.814,344,820,1164,533,533.0,242,151,112,620,642,2734,87.0,1,7,7,7,9,5,6,2,3,3,6,4,5,2,8,4,4,9,4,11,3,4,3,9,2,5,2007
1611661322,Washington Mystics,34,16,18,0.471,1380.0,877,2170,0.404,163,528,0.309,668,839,0.796,335,783,1118,472,571.0,282,133,103,763,762,2585,-54.0,1,8,8,8,1,11,9,13,8,8,13,1,1,4,10,8,10,13,8,7,5,2,13,2,6,8,2007
1611661330,Atlanta Dream,34,4,30,0.118,1365.0,895,2258,0.396,202,598,0.338,542,725,0.748,340,737,1077,492,593.0,285,142,134,796,726,2534,-345.0,1,14,14,14,10,11,5,14,5,5,7,9,8,10,11,13,14,12,11,6,6,9,14,5,10,14,2008
1611661329,Chicago Sky,34,12,22,0.353,1374.885,898,2089,0.43,110,340,0.324,564,812,0.695,356,768,1124,546,523.0,264,147,122,638,681,2470,-38.0,1,12,12,12,7,10,13,4,14,14,10,4,3,13,8,12,10,9,5,10,5,6,3,10,13,11,2008
1611661323,Connecticut Sun,34,21,13,0.618,1370.0,965,2286,0.422,221,669,0.33,539,724,0.744,370,869,1239,607,487.0,211,97,104,629,703,2690,149.0,1,4,4,4,8,4,4,8,4,3,8,10,9,12,6,2,3,2,2,14,12,1,2,9,3,2,2008
1611661321,Detroit Shock,34,22,12,0.647,1375.0,974,2295,0.424,168,476,0.353,556,744,0.747,405,843,1248,604,496.0,278,118,119,724,761,2672,150.0,1,2,2,2,6,3,3,6,7,9,4,7,5,11,1,5,2,3,4,7,10,5,8,1,4,1,2008
1611661316,Houston Comets,34,17,17,0.5,1385.0,923,2209,0.418,152,478,0.318,562,734,0.766,374,799,1173,554,598.0,290,119,163,727,743,2560,-45.0,1,8,8,8,3,6,7,10,10,8,12,5,6,3,5,7,5,7,12,4,9,13,9,4,7,12,2008
1611661325,Indiana Fever,34,17,17,0.5,1390.0,876,2179,0.402,226,662,0.341,495,656,0.755,349,778,1127,500,585.0,324,165,130,728,659,2473,16.0,1,8,8,8,2,14,8,13,3,4,5,12,13,6,10,9,9,11,9,1,2,8,10,13,12,8,2008
1611661320,Los Angeles Sparks,34,20,14,0.588,1400.0,954,2248,0.424,151,485,0.311,539,717,0.752,386,896,1282,613,608.0,251,216,141,713,717,2598,75.0,1,5,5,5,1,5,6,7,11,7,14,10,10,7,3,1,1,1,13,11,1,11,7,6,5,5,2008
1611661324,Minnesota Lynx,34,16,18,0.471,1380.0,991,2303,0.43,133,413,0.322,652,864,0.755,353,792,1145,557,472.0,309,131,140,751,748,2767,46.0,1,10,10,10,4,2,2,2,13,13,11,1,1,5,9,8,7,6,1,3,8,10,11,3,2,6,2008
1611661313,New York Liberty,34,19,15,0.559,1380.0,912,2168,0.421,259,706,0.367,490,653,0.75,327,778,1105,551,547.0,290,117,109,655,624,2573,35.0,1,6,6,6,4,7,9,9,1,1,2,13,14,8,13,9,12,8,8,4,11,2,4,14,6,7,2008
1611661317,Phoenix Mercury,34,16,18,0.471,1365.0,1069,2485,0.43,230,701,0.328,642,773,0.831,375,851,1226,560,489.0,232,156,129,794,717,3010,1.0,1,10,10,10,10,1,1,3,2,2,9,2,4,1,4,3,4,5,3,13,3,7,13,6,1,9,2008
1611661318,Sacramento Monarchs,34,18,16,0.529,1360.0,883,2159,0.409,168,438,0.384,611,816,0.749,388,721,1109,473,586.0,319,77,206,690,759,2545,-26.0,1,7,7,7,13,13,10,12,7,12,1,3,2,9,2,14,11,14,10,2,14,14,6,2,9,10,2008
1611661319,San Antonio Silver Stars,34,24,10,0.706,1369.885,901,2080,0.433,183,539,0.34,561,694,0.808,246,847,1093,601,525.0,272,150,109,602,666,2546,128.0,1,1,1,1,9,8,14,1,6,6,6,6,11,2,14,4,13,4,6,8,4,2,1,12,8,3,2008
1611661328,Seattle Storm,34,22,12,0.647,1360.0,899,2112,0.426,143,453,0.316,552,728,0.758,340,822,1162,530,526.0,269,140,115,684,674,2493,87.0,1,2,2,2,13,9,12,5,12,11,13,8,7,4,11,6,6,10,7,9,7,4,5,11,11,4,2008
1611661322,Washington Mystics,34,10,24,0.294,1365.0,885,2131,0.415,163,460,0.354,435,659,0.66,362,770,1132,483,637.0,241,93,146,757,708,2368,-233.0,1,13,13,13,10,12,11,11,9,10,3,14,12,14,7,11,8,13,14,12,13,12,12,8,14,13,2008
1611661330,Atlanta Dream,34,18,16,0.529,1390.0,1089,2428,0.449,114,374,0.305,569,755,0.754,404,855,1259,547,590.0,329,121,133,741,700,2861,64.0,1,4,4,4,4,2,2,2,13,13,12,6,3,10,1,3,1,6,12,2,7,9,12,4,2,4,2009
1611661329,Chicago Sky,34,16,18,0.471,1365.0,930,2136,0.435,186,471,0.395,527,693,0.76,307,776,1083,532,532.0,249,138,121,605,636,2573,-120.0,1,7,7,7,13,10,12,3,7,9,1,9,9,9,10,9,11,9,6,11,4,5,3,11,10,13,2009
1611661323,Connecticut Sun,34,16,18,0.471,1395.0,966,2381,0.406,202,639,0.316,517,692,0.747,358,826,1184,608,453.0,250,130,125,677,684,2651,-3.0,1,7,7,7,2,5,3,12,6,5,11,10,10,12,6,5,5,2,1,10,5,7,6,7,5,7,2009
1611661321,Detroit Shock,34,18,16,0.529,1395.0,980,2277,0.43,153,436,0.351,539,721,0.748,373,853,1226,575,546.0,261,97,110,766,716,2652,8.0,1,4,4,4,2,3,4,5,9,10,5,8,7,11,4,4,3,5,8,8,13,1,13,2,4,6,2009
1611661325,Indiana Fever,34,22,12,0.647,1375.0,877,2192,0.4,208,628,0.331,613,746,0.822,341,769,1110,519,526.0,370,115,115,690,698,2575,92.0,1,2,2,2,8,13,9,13,5,6,9,2,5,2,7,10,8,11,5,1,11,2,7,5,9,2,2009
1611661320,Los Angeles Sparks,34,18,16,0.529,1385.0,973,2264,0.43,152,512,0.297,435,550,0.791,365,883,1248,587,568.0,217,166,115,583,622,2533,35.0,1,4,4,4,6,4,5,6,10,7,13,13,13,3,5,2,2,4,10,13,2,2,1,12,12,5,2009
1611661324,Minnesota Lynx,34,14,20,0.412,1375.0,949,2257,0.42,242,695,0.348,590,765,0.771,325,762,1087,509,513.0,301,128,140,693,694,2730,-96.0,1,11,11,11,8,6,6,10,4,3,6,3,2,8,8,13,10,12,4,4,6,10,8,6,3,12,2009
1611661313,New York Liberty,34,13,21,0.382,1380.0,900,2168,0.415,254,710,0.358,458,582,0.787,280,802,1082,526,543.0,276,121,124,637,590,2512,-23.0,1,12,12,12,7,12,11,11,3,2,3,12,12,5,13,7,12,10,7,6,7,6,4,13,13,8,2009
1611661317,Phoenix Mercury,34,23,11,0.676,1370.0,1119,2433,0.46,257,659,0.39,643,752,0.855,284,900,1184,621,496.0,221,180,141,738,669,3138,138.0,1,1,1,1,11,1,1,1,1,4,2,1,4,1,11,1,5,1,2,12,1,11,11,9,1,1,2009
1611661318,Sacramento Monarchs,34,12,22,0.353,1370.0,946,2194,0.431,132,389,0.339,586,744,0.788,391,763,1154,540,584.0,289,98,147,645,704,2610,-80.0,1,13,13,13,11,7,8,4,12,12,8,4,6,4,2,12,7,7,11,5,12,12,5,3,7,11,2009
1611661319,San Antonio Silver Stars,34,15,19,0.441,1390.0,936,2190,0.427,256,739,0.346,487,626,0.778,281,768,1049,598,509.0,257,116,120,596,643,2615,-46.0,1,10,10,10,4,8,10,8,2,1,7,11,11,7,12,11,13,3,3,9,10,4,2,10,6,10,2009
1611661328,Seattle Storm,34,20,14,0.588,1405.0,909,2116,0.43,171,486,0.352,555,707,0.785,316,788,1104,536,555.0,276,150,131,710,672,2544,68.0,1,3,3,3,1,11,13,7,8,8,4,7,8,6,9,8,9,8,9,6,3,8,9,8,11,3,2009
1611661322,Washington Mystics,34,16,18,0.471,1375.0,933,2205,0.423,139,426,0.326,580,828,0.7,388,803,1191,453,607.0,314,118,156,725,778,2585,-37.0,1,7,7,7,8,9,7,9,11,11,10,5,1,13,3,6,4,13,13,3,9,13,10,1,8,9,2009
1611661330,Atlanta Dream,34,19,15,0.559,1370.0,1087,2449,0.444,131,453,0.289,598,843,0.709,436,883,1319,666,569.0,304,141,146,709,720,2903,77.0,1,5,5,5,8,2,1,6,12,12,12,3,1,12,1,2,1,2,10,3,5,11,12,1,2,5,2010
1611661329,Chicago Sky,34,14,20,0.412,1375.0,942,2158,0.437,174,510,0.341,528,709,0.745,310,767,1077,581,497.0,284,160,120,599,640,2586,-25.0,1,8,8,8,5,11,9,9,9,10,7,7,6,10,8,9,8,8,4,5,2,5,3,8,12,8,2010
1611661323,Connecticut Sun,34,17,17,0.5,1380.0,1008,2358,0.427,213,640,0.333,525,655,0.802,357,883,1240,604,499.0,241,130,105,606,666,2754,39.0,1,6,6,6,3,3,4,10,5,3,9,8,9,4,4,2,2,6,5,11,6,2,4,6,4,6,2010
