GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
1020900070,1611661320,LAS,Los Angeles,100396,DeLisha Milton-Jones,DeLisha,F,,32:57,93.5,93.5,87.1,87.1,6.5,6.5,0.05,1.0,9.1,0.0,0.121,0.074,9.1,0.25,0.338,0.149,0.149,90.32,90.32,75.27,62,0.023
1020900070,1611661320,LAS,Los Angeles,201496,Candace Parker,Candace,F,,23:02,87.2,87.2,92.3,92.3,-5.1,-5.1,0.2,1.0,15.4,0.1,0.167,0.136,15.4,0.444,0.444,0.239,0.239,81.26,81.26,67.72,39,0.122
1020900070,1611661320,LAS,Los Angeles,100076,Tina Thompson,Tina,C,,35:30,86.2,86.2,85.9,85.9,0.2,0.2,0.125,0.4,11.1,0.074,0.154,0.121,27.8,0.682,0.699,0.222,0.222,87.21,87.21,72.68,65,0.161
1020900070,1611661320,LAS,Los Angeles,201497,Shannon Bobbitt,Shannon,G,,17:23,55.6,55.6,112.1,112.1,-56.6,-56.6,0.0,0.0,0.0,0.0,0.059,0.03,75.0,0.0,0.0,0.098,0.098,95.28,95.28,79.4,36,-0.102
1020900070,1611661320,LAS,Los Angeles,100685,Marie Ferdinand-Harris,Marie,G,,18:03,79.4,79.4,88.2,88.2,-8.8,-8.8,0.375,3.0,30.0,0.0,0.167,0.097,10.0,0.4,0.51,0.194,0.194,90.46,90.46,75.38,34,0.178
1020900070,1611661320,LAS,Los Angeles,100484,Betty Lennox,Betty,,,25:21,100.0,100.0,72.3,72.3,27.7,27.7,0.167,1.0,10.5,0.0,0.233,0.137,10.5,0.615,0.678,0.304,0.304,89.97,89.97,74.98,48,0.442
1020900070,1611661320,LAS,Los Angeles,100222,Kristi Harrower,Kristi,,,17:01,140.7,140.7,53.6,53.6,87.2,87.2,0.214,0.0,42.9,0.222,0.0,0.067,0.0,0.5,0.5,0.133,0.133,77.57,77.57,64.64,27,0.167
1020900070,1611661320,LAS,Los Angeles,201049,Noelle Quinn,Noelle,,,28:19,109.4,109.4,71.2,71.2,38.3,38.3,0.0,0.0,0.0,0.0,0.147,0.093,37.5,0.7,0.7,0.136,0.136,88.99,88.99,74.16,53,0.105
1020900070,1611661320,LAS,Los Angeles,100933,Vanessa Hayden,Vanessa,,,2:25,100.0,100.0,33.3,33.3,66.7,66.7,0.0,0.0,0.0,0.333,0.25,0.286,0.0,1.0,1.0,0.143,0.143,119.17,119.17,99.31,6,0.556
1020900070,1611661320,LAS,Los Angeles,100003,Lisa Leslie,Lisa,,DNP - Coach's Decision,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
1020900070,1611661320,LAS,Los Angeles,201918,Lindsay Wisdom-Hylton,Lindsay,,DNP - Coach's Decision,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
1020900070,1611661313,NYL,New York,100937,Shameka Christon,Shameka,F,,36:42,80.9,80.9,86.8,86.8,-5.9,-5.9,0.105,2.0,11.8,0.0,0.1,0.042,5.9,0.357,0.357,0.195,0.195,88.95,88.95,74.12,68,0.074
1020900070,1611661313,NYL,New York,101049,Cathrine Kraayeveld,Cathrine,F,,36:18,83.3,83.3,80.3,80.3,3.0,3.0,0.1,2.0,13.3,0.024,0.1,0.056,6.7,0.273,0.295,0.171,0.171,87.27,87.27,72.73,66,0.047
1020900070,1611661313,NYL,New York,101019,Janel McCarville,Janel,C,,29:60,90.6,90.6,100.0,100.0,-9.4,-9.4,0.273,1.5,15.0,0.067,0.182,0.115,10.0,0.571,0.587,0.283,0.283,85.62,85.62,71.35,53,0.217
1020900070,1611661313,NYL,New York,201502,Essence Carson,Essence,G,,26:31,89.6,89.6,69.4,69.4,20.2,20.2,0.0,0.0,0.0,0.071,0.087,0.078,7.7,0.4,0.51,0.241,0.241,87.8,87.8,73.17,48,0.136
1020900070,1611661313,NYL,New York,101028,Loree Moore,Loree,G,,29:57,87.5,87.5,75.0,75.0,12.5,12.5,0.111,1.0,18.2,0.0,0.071,0.032,18.2,0.286,0.286,0.145,0.145,89.75,89.75,74.79,56,0.016
1020900070,1611661313,NYL,New York,201050,Tiffany Jackson,Tiffany,,,11:20,60.9,60.9,87.5,87.5,-26.6,-26.6,0.143,1.0,20.0,0.0,0.25,0.083,20.0,0.0,0.0,0.154,0.154,99.6,99.6,83.0,23,-0.115
1020900070,1611661313,NYL,New York,201507,Leilani Mitchell,Leilani,,,10:03,61.1,61.1,158.8,158.8,-97.7,-97.7,0.25,0.0,50.0,0.1,0.0,0.083,0.0,1.5,1.5,0.048,0.048,83.58,83.58,69.65,18,0.117
1020900070,1611661313,NYL,New York,101047,Ashley Battle,Ashley,,,10:35,65.0,65.0,155.0,155.0,-90.0,-90.0,0.0,0.0,0.0,0.091,0.25,0.133,25.0,0.5,0.5,0.364,0.364,90.68,90.68,75.57,20,0.039
