GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
1020700070,1611661313,NYL,New York,100937,Shameka Christon,Shameka,F,,37:17,93.5,93.5,89.5,89.5,4.0,4.0,0.056,0.2,4.3,0.029,0.032,0.03,21.7,0.594,0.635,0.259,0.259,98.47,98.47,82.06,77,0.11
1020700070,1611661313,NYL,New York,101049,Cathrine Kraayeveld,Cathrine,F,,27:46,91.1,91.1,93.0,93.0,-1.9,-1.9,0.0,0.0,0.0,0.074,0.04,0.058,11.1,0.5,0.5,0.138,0.138,97.67,97.67,81.39,56,0.039
1020700070,1611661313,NYL,New York,201047,Jessica Davenport,Jessica,C,,14:53,86.7,86.7,120.0,120.0,-33.3,-33.3,0.0,0.0,0.0,0.133,0.364,0.231,40.0,0.6,0.595,0.294,0.294,96.75,96.75,80.63,30,0.036
1020700070,1611661313,NYL,New York,100835,Erin Thorn,Erin,G,,20:26,76.2,76.2,104.7,104.7,-28.5,-28.5,0.3,1.0,27.3,0.0,0.158,0.081,27.3,0.6,0.551,0.174,0.174,99.85,99.85,83.2,42,0.1
1020700070,1611661313,NYL,New York,101028,Loree Moore,Loree,G,,32:32,90.8,90.8,87.7,87.7,3.1,3.1,0.15,3.0,23.1,0.0,0.074,0.033,7.7,0.214,0.285,0.133,0.133,95.92,95.92,79.93,65,0.0
1020700070,1611661313,NYL,New York,201050,Tiffany Jackson,Tiffany,,,4:25,57.1,57.1,88.9,88.9,-31.7,-31.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,86.94,86.94,72.45,7,-0.25
1020700070,1611661313,NYL,New York,101047,Ashley Battle,Ashley,,,29:45,106.6,106.6,80.3,80.3,26.2,26.2,0.111,0.0,12.5,0.111,0.04,0.077,0.0,0.591,0.639,0.203,0.203,98.42,98.42,82.02,61,0.211
1020700070,1611661313,NYL,New York,101019,Janel McCarville,Janel,,,14:47,106.5,106.5,80.0,80.0,26.5,26.5,0.3,1.5,30.0,0.0,0.273,0.13,20.0,0.5,0.615,0.212,0.212,99.03,99.03,82.53,31,0.2
1020700070,1611661313,NYL,New York,100494,Barbara Farris,Barbara,,,18:09,100.0,100.0,65.8,65.8,34.2,34.2,0.091,0.5,10.0,0.105,0.438,0.257,20.0,0.286,0.286,0.214,0.214,100.5,100.5,83.75,38,0.093
1020700070,1611661313,NYL,New York,200714,Lindsay Bowen,Lindsay,,DNP - Coach's Decision,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
1020700070,1611661313,NYL,New York,201063,Shay Doron,Shay,,DNP - Coach's Decision,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
1020700070,1611661323,CON,Connecticut,100723,Asjha Jones,Asjha,F,,35:06,88.7,88.7,87.7,87.7,1.1,1.1,0.2,2.0,23.5,0.091,0.0,0.047,11.8,0.636,0.636,0.16,0.16,98.48,98.48,82.07,71,0.102
1020700070,1611661323,CON,Connecticut,100415,Nykesha Sales,Nykesha,F,,32:27,90.9,90.9,92.4,92.4,-1.5,-1.5,0.333,1.5,22.2,0.067,0.094,0.081,14.8,0.469,0.504,0.276,0.276,97.64,97.64,81.37,66,0.124
1020700070,1611661323,CON,Connecticut,100239,Margo Dydek,Margo,C,,22:31,91.7,91.7,93.8,93.8,-2.1,-2.1,0.0,0.0,0.0,0.0,0.28,0.152,14.3,0.25,0.434,0.127,0.127,102.33,102.33,85.28,48,0.1
1020700070,1611661323,CON,Connecticut,100915,Lindsay Whalen,Lindsay,G,,32:30,94.0,94.0,80.6,80.6,13.4,13.4,0.435,2.0,38.5,0.034,0.233,0.136,19.2,0.409,0.409,0.213,0.213,98.97,98.97,82.47,67,0.14
1020700070,1611661323,CON,Connecticut,100666,Katie Douglas,Katie,G,,31:27,90.5,90.5,90.3,90.3,0.2,0.2,0.118,1.0,10.0,0.0,0.161,0.083,10.0,0.567,0.535,0.247,0.247,95.4,95.4,79.5,63,0.146
1020700070,1611661323,CON,Connecticut,201057,Kamesha Hairston,Kamesha,,,9:11,100.0,100.0,89.5,89.5,10.5,10.5,0.167,0.0,33.3,0.0,0.143,0.083,0.0,0.5,0.5,0.105,0.105,99.26,99.26,82.71,19,0.091
1020700070,1611661323,CON,Connecticut,100552,Kristen Rasmussen,Kristen,,,20:41,79.1,79.1,100.0,100.0,-20.9,-20.9,0.0,0.0,0.0,0.143,0.111,0.125,66.7,1.5,1.5,0.13,0.13,96.32,96.32,80.27,43,0.062
1020700070,1611661323,CON,Connecticut,100812,Erika de Souza,Erika,,,4:08,71.4,71.4,125.0,125.0,-53.6,-53.6,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.286,0.286,87.1,87.1,72.58,7,-0.107
