GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
1021500084,1611661323,CON,Connecticut,201067,Camille Smith,Camille,F,,28:47,51.8,51.8,70.7,70.7,-18.9,-18.9,0.1,0.33,8.3,0.049,0.182,0.108,25.0,0.214,0.317,0.157,0.157,95.07,95.07,79.22,56,-0.032
1021500084,1611661323,CON,Connecticut,203826,Alyssa Thomas,Alyssa,F,,26:19,66.0,66.0,89.8,89.8,-23.8,-23.8,0.0,0.0,0.0,0.029,0.12,0.068,40.0,1.0,0.694,0.083,0.083,90.27,90.27,75.23,50,0.071
1021500084,1611661323,CON,Connecticut,203402,Kelsey Bone,Kelsey,C,,31:30,76.3,76.3,83.1,83.1,-6.8,-6.8,0.167,0.5,8.7,0.054,0.194,0.118,17.4,0.313,0.326,0.3,0.3,89.91,89.91,74.93,59,0.018
1021500084,1611661323,CON,Connecticut,203410,Alex Bentley,Alex,G,,32:19,67.2,67.2,78.8,78.8,-11.6,-11.6,0.0,0.0,0.0,0.0,0.054,0.026,9.5,0.368,0.386,0.284,0.284,96.54,96.54,80.45,64,0.03
1021500084,1611661323,CON,Connecticut,202662,Jasmine Thomas,Jasmine,G,,18:53,65.6,65.6,87.9,87.9,-22.3,-22.3,0.444,0.0,36.4,0.0,0.059,0.024,0.0,0.0,0.0,0.171,0.171,82.6,82.6,68.83,32,-0.08
1021500084,1611661323,CON,Connecticut,204322,Elizabeth Williams,Elizabeth,,,8:30,70.6,70.6,83.3,83.3,-12.7,-12.7,0.0,0.0,0.0,0.077,0.1,0.087,33.3,0.0,0.0,0.143,0.143,98.78,98.78,82.32,17,-0.233
1021500084,1611661323,CON,Connecticut,203833,Chelsea Gray,Chelsea,,,21:07,81.8,81.8,72.9,72.9,8.9,8.9,0.444,4.0,28.6,0.04,0.167,0.102,7.1,0.438,0.507,0.2,0.2,104.58,104.58,87.15,44,0.226
1021500084,1611661323,CON,Connecticut,202653,Kayla Pedersen,Kayla,,,11:13,133.3,133.3,109.5,109.5,23.8,23.8,0.2,2.0,40.0,0.0,0.125,0.059,20.0,0.0,0.532,0.136,0.136,89.84,89.84,74.87,21,0.012
1021500084,1611661323,CON,Connecticut,203015,Shekinna Stricklen,Shekinna,,,18:23,83.3,83.3,75.7,75.7,7.7,7.7,0.0,0.0,0.0,0.0,0.056,0.023,11.1,0.688,0.688,0.205,0.205,95.32,95.32,79.43,36,0.262
1021500084,1611661323,CON,Connecticut,203408,Kelly Faris,Kelly,,,2:59,133.3,133.3,80.0,80.0,53.3,53.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.49,88.49,73.74,6,0.0
