GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
1021500084,1611661323,CON,Connecticut,101080,Jennifer Lacy,Jennifer,,DNP - Coach's Decision,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
1021500084,1611661323,CON,Connecticut,203823,Chiney Ogwumike,Chiney,,DND - Knee Injury,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
1021500084,1611661313,NYL,New York,100721,Swin Cash,Swin,F,,23:19,97.7,97.7,70.7,70.7,26.9,26.9,0.077,0.5,14.3,0.105,0.103,0.104,28.6,0.75,0.75,0.122,0.122,86.47,86.47,72.06,43,0.125
1021500084,1611661313,NYL,New York,202670,Carolyn Swords,Carolyn,F,,14:47,96.4,96.4,100.0,100.0,-3.6,-3.6,0.0,0.0,0.0,0.071,0.286,0.179,0.0,0.0,0.347,0.094,0.094,89.28,89.28,74.4,28,0.12
1021500084,1611661313,NYL,New York,202250,Tina Charles,Tina,C,,31:42,85.0,85.0,66.7,66.7,18.3,18.3,0.091,0.33,4.3,0.069,0.263,0.179,13.0,0.538,0.602,0.314,0.314,88.59,88.59,73.82,60,0.375
1021500084,1611661313,NYL,New York,101030,Tanisha Wright,Tanisha,G,,25:01,80.0,80.0,55.3,55.3,24.7,24.7,0.455,1.25,33.3,0.0,0.032,0.018,26.7,0.333,0.311,0.185,0.185,88.28,88.28,73.57,45,0.0
1021500084,1611661313,NYL,New York,202259,Epiphanny Prince,Epiphanny,G,,28:29,85.2,85.2,71.2,71.2,14.0,14.0,0.083,0.5,5.9,0.038,0.063,0.052,11.8,0.321,0.346,0.262,0.262,89.3,89.3,74.42,54,0.05
1021500084,1611661313,NYL,New York,204329,Kiah Stokes,Kiah,,,30:01,74.1,74.1,76.3,76.3,-2.1,-2.1,0.0,0.0,0.0,0.032,0.171,0.111,0.0,0.4,0.518,0.108,0.108,93.55,93.55,77.96,58,0.295
1021500084,1611661313,NYL,New York,201502,Essence Carson,Essence,,,11:00,62.5,62.5,108.3,108.3,-45.8,-45.8,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.2,0.2,0.231,0.231,104.7,104.7,87.25,24,-0.148
1021500084,1611661313,NYL,New York,204327,Brittany Boyd-Jones,Brittany,,,11:07,87.5,87.5,100.0,100.0,-12.5,-12.5,0.5,2.0,16.7,0.0,0.308,0.16,8.3,0.286,0.342,0.385,0.385,105.79,105.79,88.16,24,0.128
1021500084,1611661313,NYL,New York,203411,Sugar Rodgers,Sugar,,,14:24,61.3,61.3,69.0,69.0,-7.7,-7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.338,0.111,0.111,100.0,100.0,83.33,31,0.161
1021500084,1611661313,NYL,New York,201499,Candice Wiggins,Candice,,,7:03,76.5,76.5,53.3,53.3,23.1,23.1,0.0,0.0,0.0,0.0,0.083,0.048,0.0,0.0,0.0,0.056,0.056,108.86,108.86,90.72,17,0.0
1021500084,1611661313,NYL,New York,203069,Avery Warley-Talbert,Avery,,,3:07,77.8,77.8,44.4,44.4,33.3,33.3,0.0,0.0,0.0,0.0,0.333,0.167,0.0,0.0,1.136,0.1,0.1,138.68,138.68,115.57,9,1.2
1021500084,1611661313,NYL,New York,204296,Rebecca Allen,Rebecca,,NWT - Left Knee Injury,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
