GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG
1021500186,0,12,0,1,3:09 PM,10:00,,Start of 1st Period (3:09 PM EST),,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0
1021500186,1,10,0,1,3:09 PM,10:00,Jump Ball Lyttle vs. Dolson: Tip to Cloud,,,,,4,101023,Sancho Lyttle,1611661330.0,Atlanta,Dream,ATL,5,203828,Stefanie Dolson,1611661322.0,Washington,Mystics,WAS,5,204333,Natasha Cloud,1611661322.0,Washington,Mystics,WAS,1
1021500186,2,1,1,1,3:10 PM,9:40,,,Dolson 18' Jump Shot (2 PTS) (Cloud 1 AST),2 - 0,-2,5,203828,Stefanie Dolson,1611661322.0,Washington,Mystics,WAS,5,204333,Natasha Cloud,1611661322.0,Washington,Mystics,WAS,0,0,,,,,,1
1021500186,3,2,5,1,3:10 PM,9:26,MISS Morello 2' Layup,,Meesseman BLOCK (1 BLK),,,4,202623,Aneika Morello,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,5,203416,Emma Meesseman,1611661322.0,Washington,Mystics,WAS,1
1021500186,4,4,0,1,3:10 PM,9:24,,,Meesseman REBOUND (Off:0 Def:1),,,5,203416,Emma Meesseman,1611661322.0,Washington,Mystics,WAS,0,0,,,,,,0,0,,,,,,1
1021500186,5,6,1,1,3:10 PM,9:24,Dantas P.FOUL (P1.T1),,,,,4,203024,Damiris Dantas,1611661330.0,Atlanta,Dream,ATL,5,203437,Tierra Ruffin-Pratt,1611661322.0,Washington,Mystics,WAS,1,0,,,,,,1
1021500186,6,2,56,1,3:10 PM,9:02,,,MISS Dolson 5' Running Hook Shot,,,5,203828,Stefanie Dolson,1611661322.0,Washington,Mystics,WAS,0,0,,,,,,0,0,,,,,,1
1021500186,7,4,0,1,3:10 PM,9:01,Morello REBOUND (Off:0 Def:1),,,,,4,202623,Aneika Morello,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,0,0,,,,,,1
1021500186,8,2,1,1,3:11 PM,8:55,MISS Hayes 24' 3PT Jump Shot,,,,,4,203026,Tiffany Hayes,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,0,0,,,,,,1
1021500186,10,4,0,1,3:11 PM,8:53,Morello REBOUND (Off:1 Def:1),,,,,4,202623,Aneika Morello,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,0,0,,,,,,1
1021500186,9,1,72,1,3:11 PM,8:53,Morello 1' Putback Layup (2 PTS),,,2 - 2,TIE,4,202623,Aneika Morello,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,0,0,,,,,,1
1021500186,12,2,1,1,3:11 PM,8:28,,,MISS Ruffin-Pratt  3PT Jump Shot,,,5,203437,Tierra Ruffin-Pratt,1611661322.0,Washington,Mystics,WAS,0,0,,,,,,0,0,,,,,,1
1021500186,13,4,0,1,3:11 PM,8:26,Dantas REBOUND (Off:0 Def:1),,,,,4,203024,Damiris Dantas,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,0,0,,,,,,1
1021500186,14,1,41,1,3:11 PM,8:23,Schimmel 2' Running Layup (2 PTS),,,2 - 4,2,4,203830,Shoni Schimmel,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,0,0,,,,,,1
1021500186,15,6,2,1,3:11 PM,8:23,,,Ruffin-Pratt S.FOUL (P1.T1),,,5,203437,Tierra Ruffin-Pratt,1611661322.0,Washington,Mystics,WAS,4,203830,Shoni Schimmel,1611661330.0,Atlanta,Dream,ATL,1,0,,,,,,1
1021500186,16,3,10,1,3:11 PM,8:23,Schimmel Free Throw 1 of 1 (3 PTS),,,2 - 5,3,4,203830,Shoni Schimmel,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,0,0,,,,,,0
1021500186,19,2,77,1,3:12 PM,8:02,,,MISS Meesseman 5' Driving Jump Shot,,,5,203416,Emma Meesseman,1611661322.0,Washington,Mystics,WAS,0,0,,,,,,0,0,,,,,,1
1021500186,20,4,0,1,3:12 PM,8:00,Dantas REBOUND (Off:0 Def:2),,,,,4,203024,Damiris Dantas,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,0,0,,,,,,1
1021500186,21,2,47,1,3:12 PM,7:37,MISS Dantas 8' Turnaround Jump Shot,,,,,4,203024,Damiris Dantas,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,0,0,,,,,,1
1021500186,22,4,0,1,3:12 PM,7:35,Lyttle REBOUND (Off:1 Def:0),,,,,4,101023,Sancho Lyttle,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,0,0,,,,,,1
1021500186,23,1,72,1,3:12 PM,7:34,Lyttle  Putback Layup (2 PTS),,,2 - 7,5,4,101023,Sancho Lyttle,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,0,0,,,,,,1
1021500186,24,9,1,1,3:12 PM,7:33,,,Mystics Timeout: Regular (Reg.1 Short 0),,,3,1611661322,,,,,,0,0,,,,,,0,0,,,,,,0
1021500186,26,2,1,1,3:15 PM,7:21,,,MISS Dolson 15' Jump Shot,,,5,203828,Stefanie Dolson,1611661322.0,Washington,Mystics,WAS,0,0,,,,,,0,0,,,,,,1
1021500186,27,4,0,1,3:15 PM,7:19,Schimmel REBOUND (Off:0 Def:1),,,,,4,203830,Shoni Schimmel,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,0,0,,,,,,1
1021500186,28,1,1,1,3:16 PM,7:11,Hayes 24' 3PT Jump Shot (3 PTS) (Lyttle 1 AST),,,2 - 10,8,4,203026,Tiffany Hayes,1611661330.0,Atlanta,Dream,ATL,4,101023,Sancho Lyttle,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,1
1021500186,29,2,1,1,3:16 PM,6:54,,,MISS Latta 19' Jump Shot,,,5,201056,Ivory Latta,1611661322.0,Washington,Mystics,WAS,0,0,,,,,,0,0,,,,,,1
1021500186,30,4,0,1,3:16 PM,6:53,Morello REBOUND (Off:1 Def:2),,,,,4,202623,Aneika Morello,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,0,0,,,,,,1
1021500186,31,2,1,1,3:16 PM,6:33,MISS Schimmel 17' Jump Shot,,,,,4,203830,Shoni Schimmel,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,0,0,,,,,,1
1021500186,32,4,0,1,3:16 PM,6:32,,,Dolson REBOUND (Off:0 Def:1),,,5,203828,Stefanie Dolson,1611661322.0,Washington,Mystics,WAS,0,0,,,,,,0,0,,,,,,1
1021500186,33,1,79,1,3:16 PM,6:25,,,Latta  3PT Pullup Jump Shot (3 PTS),5 - 10,5,5,201056,Ivory Latta,1611661322.0,Washington,Mystics,WAS,0,0,,,,,,0,0,,,,,,1
1021500186,34,1,47,1,3:17 PM,5:58,Morello 11' Turnaround Jump Shot (4 PTS),,,5 - 12,7,4,202623,Aneika Morello,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,0,0,,,,,,1
1021500186,35,5,4,1,3:17 PM,5:49,,,Cloud Traveling Turnover (P1.T1),,,5,204333,Natasha Cloud,1611661322.0,Washington,Mystics,WAS,0,0,,,,,,1,0,,,,,,1
1021500186,36,5,4,1,3:18 PM,5:34,Morello Traveling Turnover (P1.T1),,,,,4,202623,Aneika Morello,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,1,0,,,,,,1
1021500186,37,8,0,1,3:18 PM,5:34,SUB: McCoughtry FOR Morello,,,,,4,202623,Aneika Morello,1611661330.0,Atlanta,Dream,ATL,4,201881,Angel McCoughtry,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,0
1021500186,38,5,1,1,3:18 PM,5:22,Schimmel STEAL (1 STL),,Latta Bad Pass Turnover (P1.T2),,,5,201056,Ivory Latta,1611661322.0,Washington,Mystics,WAS,4,203830,Shoni Schimmel,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,1
1021500186,39,6,2,1,3:18 PM,5:18,,,Cloud S.FOUL (P1.T2),,,5,204333,Natasha Cloud,1611661322.0,Washington,Mystics,WAS,4,203830,Shoni Schimmel,1611661330.0,Atlanta,Dream,ATL,1,0,,,,,,1
1021500186,40,3,11,1,3:18 PM,5:18,Schimmel Free Throw 1 of 2 (4 PTS),,,5 - 13,8,4,203830,Shoni Schimmel,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,0,0,,,,,,0
1021500186,42,3,12,1,3:19 PM,5:18,Schimmel Free Throw 2 of 2 (5 PTS),,,5 - 14,9,4,203830,Shoni Schimmel,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,0,0,,,,,,0
1021500186,44,5,1,1,3:19 PM,5:08,McCoughtry STEAL (1 STL),,Cloud Bad Pass Turnover (P2.T3),,,5,204333,Natasha Cloud,1611661322.0,Washington,Mystics,WAS,4,201881,Angel McCoughtry,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,1
1021500186,45,1,41,1,3:19 PM,5:04,McCoughtry 2' Running Layup (2 PTS),,,5 - 16,11,4,201881,Angel McCoughtry,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,0,0,,,,,,1
1021500186,46,2,3,1,3:19 PM,4:42,,,MISS Dolson 2' Hook Shot,,,5,203828,Stefanie Dolson,1611661322.0,Washington,Mystics,WAS,0,0,,,,,,0,0,,,,,,1
1021500186,47,4,0,1,3:19 PM,4:41,Lyttle REBOUND (Off:1 Def:1),,,,,4,101023,Sancho Lyttle,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,0,0,,,,,,1
1021500186,48,6,2,1,3:20 PM,4:33,,,Dolson S.FOUL (P1.T3),,,5,203828,Stefanie Dolson,1611661322.0,Washington,Mystics,WAS,4,203024,Damiris Dantas,1611661330.0,Atlanta,Dream,ATL,1,0,,,,,,1
1021500186,49,3,11,1,3:20 PM,4:33,Dantas Free Throw 1 of 2 (1 PTS),,,5 - 17,12,4,203024,Damiris Dantas,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,0,0,,,,,,0
1021500186,51,8,0,1,3:20 PM,4:33,SUB: Ajavon FOR Schimmel,,,,,4,203830,Shoni Schimmel,1611661330.0,Atlanta,Dream,ATL,4,201492,Matee Ajavon,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,0
1021500186,52,8,0,1,3:20 PM,4:33,,,SUB: Hartley FOR Cloud,,,5,204333,Natasha Cloud,1611661322.0,Washington,Mystics,WAS,5,203829,Bria Hartley,1611661322.0,Washington,Mystics,WAS,0,0,,,,,,0
1021500186,53,8,0,1,3:20 PM,4:33,,,SUB: Vaughn FOR Dolson,,,5,203828,Stefanie Dolson,1611661322.0,Washington,Mystics,WAS,5,201913,Kia Vaughn,1611661322.0,Washington,Mystics,WAS,0,0,,,,,,0
1021500186,54,3,12,1,3:20 PM,4:33,Dantas Free Throw 2 of 2 (2 PTS),,,5 - 18,13,4,203024,Damiris Dantas,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,0,0,,,,,,0
1021500186,56,6,4,1,3:21 PM,4:19,,,Vaughn OFF.Foul (P1),,,5,201913,Kia Vaughn,1611661322.0,Washington,Mystics,WAS,4,201881,Angel McCoughtry,1611661330.0,Atlanta,Dream,ATL,1,0,,,,,,1
1021500186,57,5,5,1,3:21 PM,4:19,,,Vaughn Foul Turnover (P1.T4),,,5,201913,Kia Vaughn,1611661322.0,Washington,Mystics,WAS,0,0,,,,,,1,0,,,,,,1
1021500186,59,2,73,1,3:21 PM,4:07,MISS McCoughtry 1' Driving Reverse Layup,,,,,4,201881,Angel McCoughtry,1611661330.0,Atlanta,Dream,ATL,0,0,,,,,,0,0,,,,,,1
1021500186,60,4,0,1,3:21 PM,4:06,,,Vaughn REBOUND (Off:0 Def:1),,,5,201913,Kia Vaughn,1611661322.0,Washington,Mystics,WAS,0,0,,,,,,0,0,,,,,,1
1021500186,61,1,5,1,3:21 PM,3:58,,,Meesseman 1' Layup (2 PTS) (Latta 1 AST),7 - 18,11,5,203416,Emma Meesseman,1611661322.0,Washington,Mystics,WAS,5,201056,Ivory Latta,1611661322.0,Washington,Mystics,WAS,0,0,,,,,,1
1021500186,62,6,2,1,3:21 PM,3:58,McCoughtry S.FOUL (P1.T2),,,,,4,201881,Angel McCoughtry,1611661330.0,Atlanta,Dream,ATL,5,203416,Emma Meesseman,1611661322.0,Washington,Mystics,WAS,1,0,,,,,,1
