GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG
1020000214,0,12,0,1,2:06 PM,20:00,,Start of 1st Half (2:06 PM EST),,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0
1020000214,1,10,0,1,2:07 PM,20:00,Jump Ball Crawley vs. dos Santos: Tip to Nygaard,,,,,4,100529,Sylvia Crawley,1611661327.0,Portland,Fire,POR,5,100514,Cintia dos Santos,1611661323.0,Orlando,Miracle,ORL,4,100215,Vanessa Nygaard,1611661327.0,Portland,Fire,POR,0
1020000214,2,2,1,1,2:08 PM,19:40,MISS Witherspoon 3PT Jump Shot,,,,,4,100105,Sophia Witherspoon,1611661327.0,Portland,Fire,POR,0,0,,,,,,0,0,,,,,,0
1020000214,3,4,0,1,2:08 PM,19:38,,,S. Johnson REBOUND (Off:0 Def:1),,,5,100410,Shannon Johnson,1611661323.0,Orlando,Miracle,ORL,0,0,,,,,,0,0,,,,,,0
1020000214,4,1,1,1,2:08 PM,19:25,,,A. Johnson 3PT Jump Shot (3 PTS) (Sales 1 AST),3 - 0,-3,5,100100,Adrienne Johnson,1611661323.0,Orlando,Miracle,ORL,5,100415,Nykesha Sales,1611661323.0,Orlando,Miracle,ORL,0,0,,,,,,0
1020000214,5,6,1,1,2:08 PM,19:16,,,S. Johnson P.FOUL (P1.T1),,,5,100410,Shannon Johnson,1611661323.0,Orlando,Miracle,ORL,0,0,,,,,,0,0,,,,,,0
1020000214,6,2,1,1,2:09 PM,19:01,MISS Crawley 13' Jump Shot,,,,,4,100529,Sylvia Crawley,1611661327.0,Portland,Fire,POR,0,0,,,,,,0,0,,,,,,0
1020000214,7,4,0,1,2:09 PM,18:58,,,S. Johnson REBOUND (Off:0 Def:2),,,5,100410,Shannon Johnson,1611661323.0,Orlando,Miracle,ORL,0,0,,,,,,0,0,,,,,,0
1020000214,8,6,1,1,2:09 PM,18:50,Crawley P.FOUL (P1.T1),,,,,4,100529,Sylvia Crawley,1611661327.0,Portland,Fire,POR,0,0,,,,,,0,0,,,,,,0
1020000214,9,5,4,1,2:09 PM,18:46,,,dos Santos Traveling Turnover (P1.T1),,,5,100514,Cintia dos Santos,1611661323.0,Orlando,Miracle,ORL,0,0,,,,,,0,0,,,,,,0
1020000214,10,1,1,1,2:10 PM,18:27,Witherspoon 17' Jump Shot (2 PTS),,,3 - 2,-1,4,100105,Sophia Witherspoon,1611661327.0,Portland,Fire,POR,0,0,,,,,,0,0,,,,,,0
