GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
1029900067,1611661315,CLE,Cleveland,100429,Alisa Burras,Alisa,F,,21:32,88.1,88.1,100.0,100.0,-11.9,-11.9,0.0,0.0,0.0,0.0,0.286,0.143,11.1,0.571,0.571,0.2,0.2,92.51,92.51,77.09,42,0.131
1029900067,1611661315,CLE,Cleveland,100091,Eva Nemcova,Eva,F,,35:03,96.9,96.9,106.5,106.5,-9.6,-9.6,0.091,0.4,10.5,0.107,0.133,0.121,26.3,0.409,0.463,0.246,0.246,86.28,86.28,71.9,64,0.031
1029900067,1611661315,CLE,Cleveland,100087,Janice Braxton,Janice,C,,25:58,95.6,95.6,118.2,118.2,-22.6,-22.6,0.0,0.0,0.0,0.0,0.042,0.022,22.2,0.714,0.714,0.188,0.188,82.26,82.26,68.55,45,0.098
1029900067,1611661315,CLE,Cleveland,100088,Michelle Edwards,Michelle,G,,26:17,102.0,102.0,112.2,112.2,-10.2,-10.2,0.471,0.0,47.1,0.0,0.0,0.0,0.0,0.444,0.455,0.176,0.176,89.49,89.49,74.57,49,0.126
1029900067,1611661315,CLE,Cleveland,100187,Suzie McConnell Serio,Suzie,G,,20:42,102.5,102.5,107.5,107.5,-5.0,-5.0,0.133,0.67,22.2,0.0,0.053,0.027,33.3,0.75,0.75,0.167,0.167,92.75,92.75,77.29,40,0.028
1029900067,1611661315,CLE,Cleveland,100092,Merlakia Jones,Merlakia,,,13:43,52.2,52.2,90.9,90.9,-38.7,-38.7,0.2,0.5,14.3,0.083,0.0,0.05,28.6,0.0,0.0,0.222,0.222,78.74,78.74,65.61,23,-0.688
1029900067,1611661315,CLE,Cleveland,100007,Jamila Wideman,Jamila,,,19:18,67.7,67.7,103.2,103.2,-35.5,-35.5,0.333,2.0,25.0,0.0,0.067,0.034,12.5,0.6,0.643,0.171,0.171,77.1,77.1,64.25,31,0.163
1029900067,1611661315,CLE,Cleveland,100433,Chasity Melvin,Chasity,,,20:58,100.0,100.0,111.4,111.4,-11.4,-11.4,0.25,3.0,27.3,0.083,0.067,0.074,9.1,0.333,0.436,0.205,0.205,81.27,81.27,67.73,36,0.065
1029900067,1611661315,CLE,Cleveland,100428,Mery Andrade,Mery,,,4:57,0.0,0.0,112.5,112.5,-112.5,-112.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.58,77.58,64.65,8,0.667
1029900067,1611661315,CLE,Cleveland,100430,Tracy Henderson,Tracy,,,4:41,0.0,0.0,75.0,75.0,-75.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.111,0.111,81.99,81.99,68.33,8,0.125
